# sepalLength, sepalWidth, petalLength, petalWidth
6.078066755699935708e-01,7.645669415793431289e-01,1.808032515936056628e-01,1.154063308044291497e-01
6.552267699272228407e-01,7.196926295490947423e-01,2.134771089117726006e-01,8.454538966802875588e-02
5.334809782656929622e-01,4.636674181469726541e-01,5.249189378737744160e-01,4.742053140139492751e-01
5.262845129548182621e-01,4.226412185403670141e-01,4.673257526591723110e-01,5.709690470736235035e-01
5.098178480019358583e-01,4.309739249969853359e-01,5.068537907461106995e-01,5.453865350718384297e-01
5.458195097202789281e-01,4.139232584849776297e-01,5.196833862036063234e-01,5.105661338140693450e-01
6.229593247087948926e-01,7.456503428899999841e-01,2.125492286801158870e-01,1.036825505756662907e-01
5.589057560032090199e-01,4.298735613926814580e-01,4.978959683341008247e-01,5.049085876064121070e-01
5.440473188873986565e-01,4.387277348187041404e-01,4.873367736196400624e-01,5.234819563177719459e-01
5.838227813180195680e-01,7.811458298875206818e-01,2.090900193557558295e-01,7.241212791541327964e-02
5.164553196435037741e-01,5.033016318777845388e-01,4.811480524828889438e-01,4.984555363851511101e-01
6.163143654473386412e-01,7.596432876443941495e-01,1.930162818920347634e-01,7.644209183842960720e-02
6.097339033016448973e-01,7.448015401089713716e-01,2.228616007320885772e-01,1.543630134940873200e-01
5.869628485988938049e-01,4.387724477451664939e-01,5.412171161614388604e-01,4.123558980277629571e-01
6.605438927507053526e-01,4.342706225067219927e-01,5.038931671971783599e-01,3.481127234522821690e-01
5.993181301554486584e-01,4.832989274105794486e-01,4.874179523601014363e-01,4.119024949521983836e-01
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
5.962583169757774693e-01,4.471937377318330742e-01,4.960252378289872754e-01,4.454803517635118615e-01
4.909933550502347810e-01,4.498132672073118510e-01,5.163349475689565926e-01,5.385088410228381361e-01
5.334809782656929622e-01,4.636674181469726541e-01,5.249189378737744160e-01,4.742053140139492751e-01
5.849580071922764191e-01,7.759236796433631733e-01,2.030266622901027995e-01,1.206098983901600780e-01
6.249805759609650124e-01,4.489575656428451134e-01,5.013689114117234613e-01,3.955573265575728081e-01
5.428310437982416525e-01,4.497176895700761290e-01,5.263215838287087500e-01,4.754724471225474369e-01
5.962583169757774693e-01,4.471937377318330742e-01,4.960252378289872754e-01,4.454803517635118615e-01
5.349970488614049779e-01,4.719339252261875450e-01,4.920309646264217074e-01,4.989609782127092941e-01
5.199253337988605228e-01,4.329733306664050319e-01,4.919339355301933225e-01,5.479167320675276676e-01
6.182440599442193818e-01,7.566724437364434896e-01,1.956732041574296976e-01,8.326519325848072417e-02
5.428310437982416525e-01,4.497176895700761290e-01,5.263215838287087500e-01,4.754724471225474369e-01
6.089288502648837476e-01,4.966234096172285062e-01,4.645361408607556197e-01,4.083834205369279990e-01
7.079453034749209062e-01,6.494682748926339233e-01,2.339081143291478482e-01,1.493030516994560686e-01
5.003382296436590382e-01,4.490690036431359555e-01,4.743947658843581938e-01,5.682853966323041517e-01
5.999844992471013994e-01,5.043237053620405197e-01,4.767733967231430614e-01,3.979489025618529463e-01
5.552045510387076943e-01,4.791415275464047108e-01,5.146746188128820121e-01,4.441636408309661554e-01
6.140757668972320893e-01,7.568840847803093297e-01,1.923152014158773515e-01,1.142466543064617895e-01
4.639235495328794534e-01,4.359833608533584814e-01,5.058338325521609669e-01,5.820872641566868788e-01
5.741518492465265133e-01,7.682062727127942914e-01,2.447934240973562436e-01,1.424252649293709094e-01
5.912975510101374788e-01,7.437999257168660394e-01,2.161229972837686308e-01,2.245433738013180580e-01
6.552267699272228407e-01,7.196926295490947423e-01,2.134771089117726006e-01,8.454538966802875588e-02
6.200408053852652923e-01,7.678706976773925774e-01,1.461404078087886749e-01,6.757937933354389581e-02
5.098178480019358583e-01,4.309739249969853359e-01,5.068537907461106995e-01,5.453865350718384297e-01
5.761065861693440704e-01,3.914570393201953213e-01,5.441006647154915665e-01,4.677788520178434717e-01
5.757340702260176357e-01,4.623524785659410830e-01,4.915465410891943221e-01,4.616735468793538022e-01
5.666491832576523446e-01,8.017483124815719675e-01,1.868736668190130179e-01,3.444675886064756110e-02
5.983196157246190028e-01,7.744073507321809213e-01,1.912350670512231732e-01,7.573666021830620376e-02
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
6.123703741608209628e-01,4.912801871798676556e-01,4.886853974588472593e-01,3.805691590829961002e-01
5.480369407200642584e-01,5.105572107316099784e-01,4.705788320772588129e-01,4.664144176340972447e-01
5.316704499875020140e-01,4.702243517529366978e-01,4.779859641615133437e-01,5.174408272384447560e-01
5.805477754611985119e-01,3.816776547498525463e-01,5.537767976731327035e-01,4.589310477954138268e-01
6.249805759609650124e-01,4.489575656428451134e-01,5.013689114117234613e-01,3.955573265575728081e-01
5.362527238554379849e-01,4.324420590999178970e-01,4.539413091972149261e-01,5.651231454146654620e-01
5.666491832576523446e-01,8.017483124815719675e-01,1.868736668190130179e-01,3.444675886064756110e-02
5.029771893882927225e-01,4.516304510643506798e-01,4.880700718103740399e-01,5.521154658488394151e-01
5.586003932294700824e-01,3.905614659027403790e-01,5.069843404669933662e-01,5.276307615719840749e-01
6.157746644074291176e-01,4.821798737098402787e-01,4.866035422759856233e-01,3.892828338207884875e-01
6.229593247087948926e-01,7.456503428899999841e-01,2.125492286801158870e-01,1.036825505756662907e-01
5.089796560826757021e-01,4.009714905061855794e-01,5.110974632508421545e-01,5.647485781777261682e-01
5.440473188873986565e-01,4.387277348187041404e-01,4.873367736196400624e-01,5.234819563177719459e-01
6.490534738075822707e-01,7.281802564463979444e-01,2.159947309870372534e-01,4.277123385881925755e-02
5.078870921967648666e-01,4.207677734622833343e-01,5.190087073543583340e-01,5.437234077045658420e-01
4.727155476345212270e-01,4.096009377323644451e-01,4.759356807927945798e-01,6.182655663884746300e-01
5.428310437982416525e-01,4.497176895700761290e-01,5.263215838287087500e-01,4.754724471225474369e-01
5.003382296436590382e-01,4.490690036431359555e-01,4.743947658843581938e-01,5.682853966323041517e-01
6.182440599442193818e-01,7.566724437364434896e-01,1.956732041574296976e-01,8.326519325848072417e-02
6.490534738075822707e-01,7.281802564463979444e-01,2.159947309870372534e-01,4.277123385881925755e-02
5.849580071922764191e-01,7.759236796433631733e-01,2.030266622901027995e-01,1.206098983901600780e-01
5.639325001006088023e-01,5.147962903063197926e-01,4.596125469988875945e-01,4.535650134857443505e-01
6.221744471343304550e-01,7.517153274647305761e-01,2.051851900123855821e-01,7.564430968198546101e-02
6.105724574783027991e-01,3.886169085225421593e-01,5.077719926987925847e-01,4.672748399068643588e-01
6.089288502648837476e-01,4.966234096172285062e-01,4.645361408607556197e-01,4.083834205369279990e-01
6.093031686875557407e-01,5.365646508752428545e-01,4.099807367603087727e-01,4.156486732132163020e-01
5.999844992471013994e-01,5.043237053620405197e-01,4.767733967231430614e-01,3.979489025618529463e-01
5.664989002417228914e-01,4.997133156085100669e-01,5.122847197747618653e-01,4.085706354031843346e-01
6.490534738075822707e-01,7.281802564463979444e-01,2.159947309870372534e-01,4.277123385881925755e-02
5.796507046783663242e-01,7.945212245160365727e-01,1.682319573922844702e-01,6.662651777912256823e-02
5.983196157246190028e-01,7.744073507321809213e-01,1.912350670512231732e-01,7.573666021830620376e-02
6.066012124166119124e-01,5.066029199065164024e-01,4.669341757702802354e-01,3.966874413623620033e-01
5.633677295420279618e-01,3.773500829951319524e-01,5.580529396406881393e-01,4.783310911205898019e-01
5.589057560032090199e-01,4.298735613926814580e-01,4.978959683341008247e-01,5.049085876064121070e-01
6.200408053852652923e-01,7.678706976773925774e-01,1.461404078087886749e-01,6.757937933354389581e-02
6.089288502648837476e-01,4.966234096172285062e-01,4.645361408607556197e-01,4.083834205369279990e-01
5.312413462247062013e-01,4.766473738854082876e-01,4.864462919975899857e-01,5.039443600550572722e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
6.169503649263599065e-01,7.587676523252450123e-01,1.960149768506882773e-01,7.226358593573761757e-02
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
5.729325127592809208e-01,5.411470751582111438e-01,4.831386515362590672e-01,3.814252512128361028e-01
6.127291536198832267e-01,5.027698585571728218e-01,4.709577354572692109e-01,3.872780203466530957e-01
6.433581362290180516e-01,7.305227869439172572e-01,2.251753476801562903e-01,4.150697653090439088e-02
5.318523198452567158e-01,4.397624576888634063e-01,5.411947696292386256e-01,4.804688460333561006e-01
5.727322893742148313e-01,5.052210998236272843e-01,4.940928817658381544e-01,4.154534741574615331e-01
5.713553789461298660e-01,4.559372911038125364e-01,5.297761920215683373e-01,4.301295199092571298e-01
5.458195097202789281e-01,4.139232584849776297e-01,5.196833862036063234e-01,5.105661338140693450e-01
5.710389989526880594e-01,5.219343971010005356e-01,4.815419020294511854e-01,4.118450477883464078e-01
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
6.433581362290180516e-01,7.305227869439172572e-01,2.251753476801562903e-01,4.150697653090439088e-02
5.589057560032090199e-01,4.298735613926814580e-01,4.978959683341008247e-01,5.049085876064121070e-01
5.589057560032090199e-01,4.298735613926814580e-01,4.978959683341008247e-01,5.049085876064121070e-01
6.213590257127364902e-01,7.215471476881234469e-01,2.369834423648576327e-01,1.926694653372826305e-01
5.999844992471013994e-01,5.043237053620405197e-01,4.767733967231430614e-01,3.979489025618529463e-01
6.578531102353781801e-01,7.088575444150199134e-01,2.404494754183107152e-01,8.327254559941496548e-02
6.160155280211054851e-01,7.545082276661382314e-01,2.082930202661291974e-01,8.863532777282093211e-02
5.904622271951317503e-01,4.208062045757024472e-01,5.260077557196279896e-01,4.445135963827842596e-01
5.855812839236413936e-01,4.778881742365349572e-01,4.871430508502706536e-01,4.375032581038700297e-01
4.909933550502347810e-01,4.498132672073118510e-01,5.163349475689565926e-01,5.385088410228381361e-01
5.349970488614049779e-01,4.719339252261875450e-01,4.920309646264217074e-01,4.989609782127092941e-01
6.160155280211054851e-01,7.545082276661382314e-01,2.082930202661291974e-01,8.863532777282093211e-02
5.273975252771143651e-01,4.672937005278743894e-01,5.257730975811889529e-01,4.764987908047850218e-01
5.729325127592809208e-01,5.411470751582111438e-01,4.831386515362590672e-01,3.814252512128361028e-01
6.296029426763029013e-01,7.461591836464412930e-01,2.012338519313499885e-01,7.969657502231683455e-02
5.578108942583313024e-01,4.263062533839578894e-01,5.859904601599827956e-01,4.046296642288413903e-01
5.428310437982416525e-01,4.497176895700761290e-01,5.263215838287087500e-01,4.754724471225474369e-01
4.799292851009893668e-01,4.725834286963823683e-01,4.787049757002215244e-01,5.631823243532018131e-01
5.633677295420279618e-01,3.773500829951319524e-01,5.580529396406881393e-01,4.783310911205898019e-01
6.133777272980190931e-01,7.678496917094687069e-01,1.792776813242371869e-01,4.510130347779552074e-02
5.902016958248370582e-01,7.686347666556017089e-01,1.985639813860304581e-01,1.464066222201146072e-01
5.928971170638701604e-01,7.752449714126503633e-01,2.004760036115244559e-01,8.530893770703168455e-02
5.743080581507010729e-01,4.868416010185540599e-01,5.256238980488456836e-01,3.960745228625524583e-01
6.097339033016448973e-01,7.448015401089713716e-01,2.228616007320885772e-01,1.543630134940873200e-01
6.097339033016448973e-01,7.448015401089713716e-01,2.228616007320885772e-01,1.543630134940873200e-01
5.748130017392897306e-01,4.976841385115601257e-01,4.936247246574690939e-01,4.221790408254669780e-01
5.141238612238205885e-01,4.293704726569509411e-01,5.176260673629473619e-01,5.323353331472800987e-01
5.684338993363758918e-01,3.711744968972639502e-01,5.666830762378038955e-01,4.668861596191999364e-01
5.615320213986989550e-01,4.481161136738244788e-01,5.356436076788906320e-01,4.438013780538564435e-01
5.617878234104548563e-01,5.403637115007340341e-01,4.713304620138561440e-01,4.126125256686956067e-01
6.229593247087948926e-01,7.456503428899999841e-01,2.125492286801158870e-01,1.036825505756662907e-01
6.146585427185869976e-01,4.851017720377829856e-01,4.902545981444058620e-01,3.827813679205571695e-01
5.164553196435037741e-01,5.033016318777845388e-01,4.811480524828889438e-01,4.984555363851511101e-01
4.727155476345212270e-01,4.096009377323644451e-01,4.759356807927945798e-01,6.182655663884746300e-01
5.997877305239764922e-01,7.628272289365896075e-01,2.282552977776582948e-01,7.904945377581239219e-02
5.334809782656929622e-01,4.636674181469726541e-01,5.249189378737744160e-01,4.742053140139492751e-01
5.716947390369213622e-01,7.921262750317398238e-01,1.720634651470345777e-01,1.268670710761545251e-01
5.869628485988938049e-01,4.387724477451664939e-01,5.412171161614388604e-01,4.123558980277629571e-01
6.342917825913176877e-01,7.441842798791751257e-01,1.947217934398877970e-01,7.711754195639121401e-02
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
5.318523198452567158e-01,4.397624576888634063e-01,5.411947696292386256e-01,4.804688460333561006e-01
6.253031533090117611e-01,7.411416871054653521e-01,2.271784837561517389e-01,8.997167673510959862e-02
5.824870414258990214e-01,5.421736727396433420e-01,4.286380629701884160e-01,4.278153411602648171e-01
6.249805759609650124e-01,4.489575656428451134e-01,5.013689114117234613e-01,3.955573265575728081e-01
5.834099462455458740e-01,7.805934629610946640e-01,1.962790051709820960e-01,1.085413853480085289e-01
5.440473188873986565e-01,4.387277348187041404e-01,4.873367736196400624e-01,5.234819563177719459e-01
5.664390466274221714e-01,4.918093962153771148e-01,4.865853206865339842e-01,4.477779024722705059e-01
6.176725784843620781e-01,7.471503354862387702e-01,2.303006005689116620e-01,8.490344721434531228e-02
5.362527238554379849e-01,4.324420590999178970e-01,4.539413091972149261e-01,5.651231454146654620e-01
5.578108942583313024e-01,4.263062533839578894e-01,5.859904601599827956e-01,4.046296642288413903e-01
5.993181301554486584e-01,4.832989274105794486e-01,4.874179523601014363e-01,4.119024949521983836e-01
5.664989002417228914e-01,4.997133156085100669e-01,5.122847197747618653e-01,4.085706354031843346e-01
5.727322893742148313e-01,5.052210998236272843e-01,4.940928817658381544e-01,4.154534741574615331e-01
5.480369407200642584e-01,5.105572107316099784e-01,4.705788320772588129e-01,4.664144176340972447e-01
5.757340702260176357e-01,4.623524785659410830e-01,4.915465410891943221e-01,4.616735468793538022e-01
6.410498183003013883e-01,7.245833963804284572e-01,2.036717577908717380e-01,1.501727246384307879e-01
6.315294397320305730e-01,7.324493007765230379e-01,2.403349268172966235e-01,8.323287508824125935e-02
6.170930520477433401e-01,7.537908800330028747e-01,2.118816333771523786e-01,7.811304456300548205e-02
5.933730122139196927e-01,7.546688063083130116e-01,2.688263234906555499e-01,7.820402137909979179e-02
5.997877305239764922e-01,7.628272289365896075e-01,2.282552977776582948e-01,7.904945377581239219e-02
6.170930520477433401e-01,7.537908800330028747e-01,2.118816333771523786e-01,7.811304456300548205e-02
5.495426709158272027e-01,4.438335405420316682e-01,5.350619681248962589e-01,4.633824893097883701e-01
5.805477754611985119e-01,3.816776547498525463e-01,5.537767976731327035e-01,4.589310477954138268e-01
5.141238612238205885e-01,4.293704726569509411e-01,5.176260673629473619e-01,5.323353331472800987e-01
5.586003932294700824e-01,3.905614659027403790e-01,5.069843404669933662e-01,5.276307615719840749e-01
